"Código Plan",Plan,Cohorte,Sede,RUN,DV,Nombres,"Apellido Paterno","Apellido Materno","Número de alumno","Periodo Asignatura","Código Asignatura",Asignatura,Convocatoria,Calificación,Nota
HP1,"Magia PLAN 2003",1996-01,Hogwarts,6152624,2,LORETTO,PORTALES,NEGRETE,486778,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,17779740,2,SUILAN,GRANADA,WADDINGTON,555617,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,19110388,5,KATIUSKA,"GARCIA DE LA PASTORA",BAETTIG,436783,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,17298980,8,MERI,BAEZ,CAMUS,378615,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,16130314,2,YANKA,CEJUDO,DINAMARCA,424846,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,17111829,0,VIANKA,AMENGUAL,HIRCASH,652694,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,18234267,6,DEJESÚS,ROBLEDO,CELAYA,400624,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,25899265,0,KAROLAY,ORMAZÁBAL,BLANC,563637,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,17896384,7,NASTHIA,REINIKE,MADRIAGA,602711,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,13787517,5,YANTHIL,"PENA Y LILLO",WILHELM,608636,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,6651362,7,GIOVANNA,DALANNAIS,VIGORENA,487625,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,11500546,K,KIMIE,SALVO,SALAMANCA,459704,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,14635813,4,FELICIANO,ALMONTE,PASSALACQUA,487670,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,22101449,9,SLOMITT,FILGUEIRA,DENEY,530696,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,9666034,4,JANNIFFER,VÁSQUEZ,DEISCHLER,523647,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,20915316,8,DEISSI,BEYER,LLANCANAO,594630,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,23506434,2,EDSON,URBANO,ORSI,400705,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,18885934,0,RAÚL,STUARDO,ROIG,612708,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,11362075,2,BASILIO,LOISELLE,ENAKIHIE,379628,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,19050925,2,DINA,SUÁREZ,GIGOUX,649616,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,14469831,2,ROMINA,EMHART,LALLEMAND,383713,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,4519082,K,INDULFO,SAINT-JEAN,CATALAN,635701,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,6060741,4,MIRIAN,ILDEFONSO,SAFFIE,593634,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,10943390,6,STEFFI,DEISCHLER,AGUILÓ,592629,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,23302261,6,JULIAN,ARANGUIZ,ALEGRIA,530620,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,10811163,0,RAZIEL,DEVOTO,ALCAZAR,626702,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,6450435,0,VERONIC,CONDE,BASOALTO,370699,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,11321256,9,JUSTIN,"DE BORGUIE",CHICIOADA,485695,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,10411875,3,ZARINA,MACKENZIE,RIVAL,543662,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,10304337,6,CARLO,SLACHEVSKY,GERALD,555715,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,25097309,2,RONNIE,BARRÍA,CERRUTTI,557627,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,18042528,2,CHRISTOFHER,ARAUCO,ALCANTARA,541623,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,16349104,9,ARANZA,MARRERO,LUNA,531697,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,22721960,5,ANGELIC,BRUNETTI,AVACA,623633,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,23489433,6,YOSSELIN,AUGOSTO,SINOVCIC,651614,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,18877094,8,GABRIELA,OCAMPO,SELEME,604619,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,16448721,7,KENDRO,SCHINDLER,CARRIEL,422709,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,4131722,K,JOAQUÍN,COBOS,YARAD,408622,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,12228259,1,DARLENE,BLANCO,STAPPUNG,425612,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,12304332,9,MORY,AGÜERO,DEVAUD,502691,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,9137371,5,GEOVANA,PAGANI,VELÁSQUEZ,444671,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,14563412,3,CHARITO,DOWNEY,MORCHIO,447635,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,14300063,4,RUSELL,RENDOLL,VILLALOBOS,438640,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,18743451,5,YARISKA,BRILLAY,ALBANEZ,593609,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,10553954,0,ALEX,CHINGA,CORTÉS-MONROY,499700,1996-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,5568839,6,DELAPAZ,COSTAGLIOLA,RADONICH,622476,1997-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,4144052,3,SIANA,CHEPILLO,KRAUTZ,414459,1997-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,8936867,9,IRIS,ARISMENDI,OTÁROLA,615471,1997-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,4536051,2,NATAN,IBAR,ECK,436472,1997-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,21043581,2,GIOVANA,SANTELICES,STORMESAN,423604,1997-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,20977199,3,AVELIN,NAZAL,CERENIC,493470,1997-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,4231009,8,SUYEN,RIGUERO,VILLARREAL,411477,1997-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,15304435,3,MARTA,ZANOTTI,PASSALACQUA,603478,1997-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,25763176,7,RENÁN,"LA FLOR",ÑANCO,603465,1997-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,12619945,4,BALBI,HARPER,BIANCHI,501467,1997-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,19414644,K,ORIELLE,FUENTES,WEBER,366452,1997-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,9601034,1,DOUGLAS,CAFFARENA,ORSI,452182,1998-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,9007951,K,SANTI,TURINA,HOLBUT,455479,1998-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,21156093,9,EDWARDS,GROS,LAZZERINI,642419,1998-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,6042259,2,NAZARETH,MASÍAS,PAVEZ,378179,1998-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,9150079,6,JULIETH,FLUXÁ,TAMAYO,382481,1998-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,7729615,4,JOAN,ROUANET,SUTHERLAND,648178,1998-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,9299440,0,LISBETH,GACITUA,OROS,393483,1998-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,7706159,0,MALENKA,MAISTO,PANTOJA,372488,1998-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,9798821,2,YRAZI,CERVA,ALERT,546489,1998-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,7005313,8,GIANITZA,"COSTA DEL RIO",ERBS,625491,1998-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",1998-01,Hogwarts,6042259,2,NAZARETH,MASÍAS,PAVEZ,378179,1998-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1999-01,Hogwarts,25688531,7,FERNAN,ABALLAY,CANIULEF,469191,1999-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,SD,
HP1,"Magia PLAN 2003",1999-01,Hogwarts,20931361,9,DARWIN,MAULEN,SEURA,455003,1999-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",1999-01,Hogwarts,23475425,9,FRANCCESCA,REHHOF,BUSCAGLIONE,425049,1999-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HP1,"Magia PLAN 2003",2000-01,Hogwarts,6400053,0,ELÍAS,CHICAHUAL,GHIARDO,387280,2000-01,HP164,"TEORIA MAGICA  I (INTRODUCCION A LA MAGIA)",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2003-01,Hogwarts,19212308,4,"ROSA JACQUELINE",DIAZ,VILLAGRA,363,2004-01,GH13450,"TEORIA MAGICA I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2004-01,Hogwarts,15452656,8,"JENNY AILEEN",CARDENAS,ARIAS,941,2004-01,GH13450,"TEORIA MAGICA I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2004-01,Hogwarts,25089743,9,"ILIA VALENTINA",GONZALEZ,HERNANDEZ,684,2004-01,GH13450,"TEORIA MAGICA I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2004-01,Hogwarts,7530448,4,"JOSE LUIS",LEFORT,LABADIE,422,2004-01,GH13450,"TEORIA MAGICA I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2004-01,Hogwarts,21835468,2,"RODRIGO ALEJANDRO",LORIE,CASTILLO,176,2005-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2004-01,Hogwarts,20446812,K,"MARIA ALEJANDRA",ORELLANA,CISTERNAS,182,2004-01,GH13450,"TEORIA MAGICA I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2004-01,Hogwarts,19335476,9,"ROBERTO MAURICIO",RIVERA,BELTRAN,178,2004-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2004-01,Hogwarts,13624261,6,"RUBY DEL CARMEN",ROCCO,BARRIOS,702,2004-01,GH13450,"TEORIA MAGICA I",DIC,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2005-01,Beauxbaton,14320138,0,"ROBERTO ANDRES",MORALES,ARAYA,34,2005-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2005-01,Hogwarts,4825545,6,"PABLO SEBASTIAN",MORALES,SALINAS,697,2005-01,GH13450,"TEORIA MAGICA I",DIC,CV,
HP2,"Magia PLAN 2005",2005-01,Hogwarts,17650116,4,"NATALIA ANDREA",PEREZ,GALAZ,289,2005-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2005-01,Hogwarts,11427157,8,"KARINA ANDREA",RAMÍREZ,VÁSQUEZ,706,2005-01,GH13450,"TEORIA MAGICA I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2005-01,Hogwarts,23127532,3,"HECTOR MARCELO",ACEITUNO,VERA,25,2005-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2005-01,Hogwarts,4825545,6,"PABLO SEBASTIAN",MORALES,SALINAS,1895,2005-01,GH13450,"TEORIA MAGICA I",DIC,CV,
GH3,"Magia Uagadou PLAN 2005 (NOCTURNA)",2006-01,Beauxbaton,18615536,2,"JORGE ARNALDO",VERA,YAÑEZ,30,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2006-01,Beauxbaton,23611034,4,"RODRIGO EDUARDO",BRICEÑO,CORTES,131,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2006-01,Beauxbaton,14202002,7,"ADEMIR HENRY",BUSTAMANTE,BALTAZAR,133,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2006-01,Beauxbaton,5734885,1,"CARLA PAOLA",IRARRAZABAL,GALLARDO,190,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2006-01,Beauxbaton,14150736,6,"CARLA MONTSERRAT",PEÑA,OLIVARES,156,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2006-01,Beauxbaton,17598567,9,"YERKO VLADIMIR",PETRICIC,ZAVALA,88,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2006-01,Beauxbaton,7327348,2,"CHARIF EDUARDO",PIZARRO,SOTO,197,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2006-01,Beauxbaton,23505958,9,"ALEJANDRA ANDREA",SILVA,VEGA,93,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH2,"Magia Castelobruxo PLAN 2005 (NOCTURNA)",2006-01,Beauxbaton,16106252,7,"MARCELA ANDREA",BURDILES,MOHR,70,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH2,"Magia Castelobruxo PLAN 2005 (NOCTURNA)",2006-01,Beauxbaton,19116145,8,"PABLO ALEJANDRO",FUENTES,ASTUDILLO,58,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH2,"Magia Castelobruxo PLAN 2005 (NOCTURNA)",2006-01,Beauxbaton,23671604,7,"RODOLFO MARIO",PIZARRO,MIRANDA,207,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH2,"Magia Castelobruxo PLAN 2005 (NOCTURNA)",2006-01,Beauxbaton,25810168,0,"LUIS DEL CARMEN",SEFERINO,SEFERINO,42,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
GH2,"Magia Uagadou PLAN 2005 (DIURNO)",2006-01,Uagadou,16881488,3,"ROBERTO ALEJANDRO",MORALES,BAHAMONDES,54,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
GH2,"Magia Uagadou PLAN 2005 (DIURNO)",2006-01,Uagadou,20978219,K,"MARISOL FRANCISCA",PIZARRO,ZAMORANO,57,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2006-01,Hogwarts,21032576,9,"SEBASTIAN PATRICIO",ARAYA,VALENZUELA,687,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2006-01,Hogwarts,6406123,3,"NANCY SUSANA",BAETTIG,VEGA,593,2007-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2006-01,Hogwarts,4354507,5,"PAMELA LORETO",CASTIZAGA,MONDACA,389,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2006-01,Hogwarts,19039889,8,"GONZALO ENRIQUE",CINTOLESI,AGUIRRE,685,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2006-01,Hogwarts,22496330,5,"RAUL FRANCISCO",DONCKASTER,PIMENTEL,653,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2006-01,Hogwarts,11792855,6,"NATALY DANIELA",HERNANDEZ,MELLADO,430,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2006-01,Hogwarts,8929621,K,"ANDREA IVONNE",JARAMILLO,VILLAR,592,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2006-01,Hogwarts,8622575,3,"XIMENA REBECA",LEDEZMA,CASTRO,1960,2006-01,GH13450,"TEORIA MAGICA I",DIC,CV,
HP2,"Magia PLAN 2005",2006-01,Hogwarts,17203705,K,"DANIELA XAVIERA",QUIROZ,BECERRA,610,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2006-01,Hogwarts,8296356,1,"ANDREA PAZ",ROQUEFORT,PÉREZ,686,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2006-01,Hogwarts,8500297,5,"JANET TAMAR",SALAZAR,VAROS,551,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HP2,"Magia PLAN 2005",2006-01,Hogwarts,12636398,4,"RAMON ALEJANDRO",VASQUEZ,SEPULVEDA,311,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,10870898,0,"VICTORIA DEL CARMEN",BARRUETOS,SEPULVEDA,371,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,17878897,8,"JORGE ELIAZAR",BRAVO,CACERES,344,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,10044729,1,ABEL,CASTRO,JULIO,348,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,9394880,5,"GABRIEL FERNANDO",CONTRERAS,JARA,401,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,20526210,2,"PAULINA ALEJANDRA",ECHEVERRÍA,LEIVA,860,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,15519833,1,"LIZA IRENE",ESCOBAR,PAREDES,335,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,20674704,6,"HECTOR VICTORIO",GENERAL,CARRASCO,269,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,8929621,K,"ANDREA IVONNE",JARAMILLO,VILLAR,466,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,5579066,4,"GEMITA ANDREA",KORMYLO,AVILA,281,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,16885102,4,"MARCO ALFREDO",LAGOS,DÍAZ,379,2007-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,5235768,4,"MARCO RODRIGO",OLIVARES,URIZAR,328,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,4458614,3,"CAROLA DEL PILAR",SAEZ,ESPINOZA,315,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,4640475,4,"CARLOS ELEUTERIO",SALGADO,UGALDE,285,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,21827948,9,"NICOLÁS ROBERTO",SOTO,POBLETE,1622,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,18615536,2,"JORGE ARNALDO",VERA,YAÑEZ,3270,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,12829568,9,"DANTE GONZALO",VILLALOBOS,SALINAS,201,2006-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH2,"Magia Castelobruxo PLAN 2005 (NOCTURNA)",2006-02,Beauxbaton,7685866,2,"ERIK PATRICIO",LEIVA,LATORRE,85,2006-02,GH13450,"TEORIA MAGICA I",DIC,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2007-01,Beauxbaton,9404623,1,"CRISTIAN MANUEL",PRADENAS,SOTO,303,2007-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2007-01,Beauxbaton,6688784,5,"LUIS PATRICIO DE SAN SEBASTIÁN",YÁÑEZ,GONZÁLEZ,314,2007-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH2,"Magia Castelobruxo PLAN 2005 (NOCTURNA)",2007-01,Beauxbaton,20076977,1,"FABIOLA ANDREA",CARMONA,BRICEÑO,97,2007-01,GH13450,"TEORIA MAGICA I",JUL,CV,
PH2,"Magia Castelobruxo PLAN 2005 (NOCTURNA)",2007-01,Beauxbaton,9331531,9,"PABLA DEL CARMEN RAQUEL",ROSALES,HERNÁNDEZ,108,2007-01,GH13450,"TEORIA MAGICA I",JUL,CV,
